Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [172] __gnu_cxx::new_allocator::deallocate(State**, unsigned long) [214] _Deque_base >::_Deque_impl::_Deque_impl() [30] Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_S_equals(unsigned long, Hash_node_code_cache &)
 [173] __gnu_cxx::new_allocator::allocate(unsigned long, void *) [215] _Deque_base >::_Deque_impl::~_Deque_impl() [234] Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_Hashtable_base()
 [167] __gnu_cxx::new_allocator::new_allocator() [178] _Deque_base >::_M_allocate_map(unsigned long) [81] Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&)
 [186] __gnu_cxx::new_allocator::deallocate(Hash_node_base**, unsigned long) [216] _Deque_base >::_M_create_nodes(State**, State**) [36] Hash_node, false>* Hashtable_alloc, false> > >::_M_allocate_node, tuple >(piecewise_construct_t &, tuple&&, tuple&&)
 [187] __gnu_cxx::new_allocator::allocate(unsigned long, void *) [217] _Deque_base >::_Deque_impl_data::_Deque_impl_data() [106] Hashtable_alloc, false> > >::_M_node_allocator()
 [174] __gnu_cxx::new_allocator::new_allocator() [148] _Deque_base >::_M_allocate_node() [65] Hashtable_alloc, false> > >::_M_deallocate_node(Hash_node, false>*)
  [13] __gnu_cxx::__aligned_buffer >::_M_ptr() [218] _Deque_base >::_M_destroy_nodes(State**, State**) [193] Hashtable_alloc, false> > >::_M_allocate_buckets(unsigned long)
  [26] __gnu_cxx::__aligned_buffer >::_M_addr() [179] _Deque_base >::_M_deallocate_map(State**, unsigned long) [68] Hashtable_alloc, false> > >::_M_deallocate_nodes(Hash_node, false>*)
  [17] State::hash()     [76] _Deque_base >::_M_initialize_map(unsigned long) [194] Hashtable_alloc, false> > >::_M_deallocate_buckets(Hash_node_base**, unsigned long)
 [147] __gnu_cxx::new_allocator::_M_max_size()  [149] _Deque_base >::_M_deallocate_node(State*) [131] Hashtable_alloc, false> > >::_M_deallocate_node_ptr(Hash_node, false>*)
 [122] __gnu_cxx::new_allocator, false> >::_M_max_size()  [113] _Deque_base >::_M_get_Tp_allocator() [235] Hashtable_alloc, false> > >::_Hashtable_alloc()
 [175] __gnu_cxx::new_allocator::_M_max_size()  [77] _Deque_base >::_Deque_base() [236] Hashtable_alloc, false> > >::~_Hashtable_alloc()
 [188] __gnu_cxx::new_allocator::_M_max_size()  [219] _Deque_base >::~_Deque_base() [132] Node_iterator_base, false>::_M_incr()
  [90] __gnu_cxx::__aligned_buffer >::_M_ptr()  [220] _Tuple_impl::_M_head(_Tuple_impl&) [45] Node_iterator_base, false>::_Node_iterator_base(Hash_node, false>*)
  [91] __gnu_cxx::__aligned_buffer >::_M_addr()  [221] _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [237] Prime_rehash_policy::_Prime_rehash_policy(float)
   [3] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_node(unsigned long, unsigned int &, unsigned long)  [222] _Tuple_impl::_Tuple_impl(unsigned int&&) [34] Hash_node_value_base >::_M_v()
  [62] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(Hash_node_value, false> &)  [50] _Tuple_impl::_M_head(_Tuple_impl&) [14] Hash_node_value_base >::_M_valptr()
 [100] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_bucket_index(unsigned long)  [139] _Tuple_impl::_Tuple_impl(_Tuple_impl&&) [107] Hashtable_ebo_helper, false> >, true>::_M_get()
 [206] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::__rehash_policy()  [140] _Tuple_impl::_Tuple_impl(unsigned int &) [238] Hashtable_ebo_helper, false> >, true>::_Hashtable_ebo_helper()
   [4] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_find_before_node(unsigned long, unsigned int &, unsigned long)  [161] State** __copy_move::__copy_m(State* *, State* *, State**) [239] Hashtable_ebo_helper, false> >, true>::~_Hashtable_ebo_helper()
 [183] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_uses_single_bucket(Hash_node_base**)  [60] unordered_map, equal_to, allocator > >::end() [240] Hashtable_ebo_helper, true>::_Hashtable_ebo_helper()
 [182] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_begin()  [6] unordered_map, equal_to, allocator > >::find(unsigned int &) [241] Hashtable_ebo_helper, true>::_Hashtable_ebo_helper()
 [144] _Deque_base >::_M_get_Tp_allocator()  [83] unordered_map, equal_to, allocator > >::begin() [12] Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int&&)
 [168] _Deque_base >::_M_get_map_allocator()  [39] unordered_map, equal_to, allocator > >::reserve(unsigned long) [9] Map_base, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits, true>::operator[](unsigned int &)
  [46] _Deque_iterator::operator*()  [223] unordered_map, equal_to, allocator > >::unordered_map() [22] __detail::operator==(Node_iterator_base, false> &, Node_iterator_base, false> &)
  [27] hash::operator()(unsigned int)  [11] unordered_map, equal_to, allocator > >::operator[](unsigned int&&) [32] void destroy_at(State*)
  [70] deque >::size()  [8] unordered_map, equal_to, allocator > >::operator[](unsigned int &) [133] void destroy_at >(pair*)
 [158] deque >::empty()  [125] pointer_traits, false>*>::pointer_to(Hash_node, false>&) [134] Hash_node, false>* __addressof, false> >(Hash_node, false>&)
 [152] deque >::max_size()  [190] pointer_traits::pointer_to(Hash_node_base*&) [195] Hash_node_base** __addressof(Hash_node_base*&)
  [75] queue > >::size()  [63] _Deque_iterator::_M_set_node(State**) [242] unsigned int& __get_helper(_Tuple_impl&)
 [159] queue > >::empty()  [57] _Deque_iterator::_S_buffer_size() [54] unsigned int & __get_helper(_Tuple_impl&)
 [102] Hash_node, false>::_M_next()  [111] _Deque_iterator::_Deque_iterator(_Deque_iterator &) [157] State** __miter_base(State**)
  [41] decltype ((get)((forward &>)({parm#1}))) Select1st::operator() &>(pair &)  [201] _Deque_iterator::_Deque_iterator() [156] State** __niter_base(State**)
  [64] Node_iterator, false, false>::operator*()  [150] allocator_traits >::deallocate(allocator&, State*, unsigned long) [162] State** __niter_wrap(State** &, State**)
  [10] Node_iterator, false, false>::operator->()  [23] void allocator_traits >::destroy(allocator&, State*) [135] Hash_node, false>* __to_address, false> >(Hash_node, false>*)
  [28] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash_code(unsigned int &)  [151] allocator_traits >::allocate(allocator&, unsigned long) [196] Hash_node_base** __to_address(Hash_node_base**)
 [123] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_store_code(Hash_node_code_cache&, unsigned long)  [153] allocator_traits >::max_size(allocator &) [115] decltype (::new ((void*)(0)) State((declval)())) construct_at(State*, State &)
  [37] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(Hash_node_value, false> &, unsigned long)  [31] void allocator_traits >::construct(allocator&, State*, State &) [243] decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&)
 [101] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_bucket_index(unsigned long, unsigned long)  [126] allocator_traits, false> > >::deallocate(allocator, false> >&, Hash_node, false>*, unsigned long) [55] decltype (::new ((void*)(0)) pair((declval)(), (declval >)(), (declval >)())) construct_at, piecewise_construct_t &, tuple, tuple >(pair*, piecewise_construct_t &, tuple&&, tuple&&)
  [95] Hash_code_base, Select1st, hash, Mod_range_hashing, Default_ranged_hash, false>::_M_hash()  [127] void allocator_traits, false> > >::destroy >(allocator, false> >&, pair*) [163] State** __copy_move_a(State**, State**, State**)
  [97] Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_eq()  [128] allocator_traits, false> > >::allocate(allocator, false> >&, unsigned long) [164] State** __copy_move_a1(State**, State**, State**)
  [19] Hashtable_base, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Hashtable_traits >::_M_equals(unsigned int &, unsigned long, Hash_node_value, false> &)  [224] void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [165] State** __copy_move_a2(State**, State**, State**)
  [94] Mod_range_hashing::operator()(unsigned long, unsigned long)  [51] void allocator_traits, false> > >::construct, piecewise_construct_t &, tuple, tuple >(allocator, false> >&, pair*, piecewise_construct_t &, tuple&&, tuple&&) [117] __deque_buf_size(unsigned long)
 [200] Prime_rehash_policy::_M_bkt_for_elements(unsigned long)  [180] allocator_traits >::deallocate(allocator&, State**, unsigned long) [244] tuple forward_as_tuple(unsigned int&&)
 [118] Prime_rehash_policy::_M_state()  [181] allocator_traits >::allocate(allocator&, unsigned long) [116] is_constant_evaluated()
  [42] Hash_node_value_base >::_M_v()  [191] allocator_traits >::deallocate(allocator&, Hash_node_base**, unsigned long) [245] tuple_element >::type& get(tuple&)
  [43] Hash_node_value_base >::_M_valptr()  [192] allocator_traits >::allocate(allocator&, unsigned long) [56] tuple_element >::type& get(tuple&)
  [98] Hashtable_ebo_helper, true>::_M_cget()  [58] State** __copy_move_backward::__copy_move_b(State* *, State* *, State**) [93] tuple_element >::type & get(pair &)
  [96] Hashtable_ebo_helper, true>::_M_cget()  [225] pair::pair(piecewise_construct_t, tuple, tuple) [171] unsigned long & max(unsigned long &, unsigned long &)
  [99] equal_to::operator()(unsigned int &, unsigned int &)  [226] pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [155] unsigned long & min(unsigned long &, unsigned long &)
 [207] allocator::allocator() [52] pair::pair(piecewise_construct_t, tuple, tuple) [166] State** copy(State**, State**, State**)
 [208] allocator::~allocator() [53] pair::pair(tuple&, tuple&, _Index_tuple, _Index_tuple) [112] remove_reference::type&& move(unsigned int&)
 [209] allocator, false> >::allocator() [154] deque >::_S_max_size(allocator &) [246] unsigned int&& forward(remove_reference::type&)
 [210] allocator, false> >::~allocator() [227] deque >::_M_destroy_data(_Deque_iterator, _Deque_iterator, allocator &) [104] State & forward(remove_reference::type&)
 [169] allocator::allocator(allocator &) [33] deque >::_M_pop_front_aux() [108] piecewise_construct_t & forward(remove_reference::type&)
 [170] allocator::~allocator() [61] void deque >::_M_push_back_aux(State &) [44] pair & forward &>(remove_reference &>::type&)
 [176] allocator::allocator, false> >(allocator, false> > &) [74] deque >::_M_reallocate_map(unsigned long, bool) [143] unsigned int & forward(remove_reference::type&)
 [177] allocator::~allocator() [73] deque >::_M_reserve_map_at_back(unsigned long) [109] tuple&& forward >(remove_reference >::type&)
  [80] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [228] deque >::end() [198] tuple&& forward >(remove_reference >::type&)
  [35] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::_Scoped_node, tuple >(Hashtable_alloc, false> > >*, piecewise_construct_t &, tuple&&, tuple&&) [114] deque >::begin() [110] tuple&& forward >(remove_reference >::type&)
 [124] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_Scoped_node::~_Scoped_node() [47] deque >::front() [199] unsigned int&& forward(remove_reference::type&)
  [15] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_rehash_aux(unsigned long, integral_constant) [20] deque >::pop_front() [136] Hash_node, false>* addressof, false> >(Hash_node, false>&)
 [189] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_allocate_buckets(unsigned long) [24] deque >::push_back(State &) [197] Hash_node_base** addressof(Hash_node_base*&)
 [184] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets(Hash_node_base**, unsigned long) [78] deque >::deque() [160] operator==(_Deque_iterator &, _Deque_iterator &)
 [185] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_deallocate_buckets() [229] deque >::~deque() [71] operator-(_Deque_iterator &, _Deque_iterator &)
  [18] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_unique_node(unsigned long, unsigned long, Hash_node, false>*, unsigned long) [21] queue > >::pop() [105] operator new(unsigned long, void*)
  [72] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::_M_insert_bucket_begin(unsigned long, Hash_node, false>*) [25] queue > >::push(State &)
  [59] _Hashtable, allocator >, Select1st, equal_to, hash, Mod_range_hashing, Default_ranged_hash, Prime_rehash_policy, Hashtable_traits >::end() [48] queue > >::front()
